License Plate State,License Plate Country,License Plate Type,ePermit?,License Plate Number,Vehicle Make,Vehicle Model,Vehicle Year,Vehicle Color,Nickname,Start Date,Start Time,End Date,End Time
KS,US,,,AEG0016,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
KY,US,,,AEG0017,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
LA,US,,,AEG0018,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
ME,US,,,AEG0019,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
MD,US,,,AEG0020,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
MA,US,,,AEG0021,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
MI,US,,,AEG0022,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
MN,US,,,AEG0023,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
MS,US,,,AEG0024,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
MO,US,,,AEG0025,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
MT,US,,,AEG0026,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
NE,US,,,AEG0027,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
NV,US,,,AEG0028,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
NH,US,,,AEG0029,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
NJ,US,,,AEG0030,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
NM,US,,,AEG0031,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
NY,US,,,AEG0032,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
NC,US,,,AEG0033,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
ND,US,,,AEG0034,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
OH,US,,,AEG0035,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
OK,US,,,AEG0036,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
OR,US,,,AEG0037,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
PA,US,,,AEG0038,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
RI,US,,,AEG0039,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
SC,US,,,AEG0040,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
SD,US,,,AEG0041,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
TN,US,,,AEG0042,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
TX,US,,,AEG0043,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
UT,US,,,AEG0044,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
VT,US,,,AEG0045,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
VA,US,,,AEG0046,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
WA,US,,,AEG0047,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
WV,US,,,AEG0048,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
WI,US,,,AEG0049,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
WY,US,,,AEG0050,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
AL,US,,,AEG0051,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
AK,US,,,AEG0052,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
AZ,US,,,AEG0053,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
AR,US,,,AEG0054,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
CA,US,,,AEG0055,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
CO,US,,,AEG0056,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
CT,US,,,AEG0057,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
DE,US,,,AEG0058,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
FL,US,,,AEG0059,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
GA,US,,,AEG0060,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
HI,US,,,AEG0061,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
ID,US,,,AEG0062,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
IL,US,,,AEG0063,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
IN,US,,,AEG0064,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
IA,US,,,AEG0065,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
KS,US,,,AEG0066,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
KY,US,,,AEG0067,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
LA,US,,,AEG0068,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
ME,US,,,AEG0069,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
MD,US,,,AEG0070,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
MA,US,,,AEG0071,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
MI,US,,,AEG0072,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
MN,US,,,AEG0073,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
MS,US,,,AEG0074,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
MO,US,,,AEG0075,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
MT,US,,,AEG0076,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
NE,US,,,AEG0077,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
NV,US,,,AEG0078,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
NH,US,,,AEG0079,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
NJ,US,,,AEG0080,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
NM,US,,,AEG0081,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
NY,US,,,AEG0082,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
NC,US,,,AEG0083,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
ND,US,,,AEG0084,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
OH,US,,,AEG0085,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
OK,US,,,AEG0086,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
OR,US,,,AEG0087,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
PA,US,,,AEG0088,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
RI,US,,,AEG0089,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
SC,US,,,AEG0090,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
AL,US,,,AEH0001,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
AK,US,,,AEH0002,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
AZ,US,,,AEH0003,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
AR,US,,,AEH0004,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
CA,US,,,AEH0005,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
CO,US,,,AEH0006,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
CT,US,,,AEH0007,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
DE,US,,,AEH0008,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
FL,US,,,AEH0009,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
GA,US,,,AEH0010,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
HI,US,,,AEH0011,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
ID,US,,,AEH0012,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
IL,US,,,AEH0013,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
IN,US,,,AEH0014,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
IA,US,,,AEH0015,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
KS,US,,,AEH0016,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
KY,US,,,AEH0017,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
LA,US,,,AEH0018,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
ME,US,,,AEH0019,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
MD,US,,,AEH0020,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
MA,US,,,AEH0021,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
MI,US,,,AEH0022,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
MN,US,,,AEH0023,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
MS,US,,,AEH0024,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
MO,US,,,AEH0025,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
MT,US,,,AEH0026,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
NE,US,,,AEH0027,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
NV,US,,,AEH0028,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
NH,US,,,AEH0029,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
NJ,US,,,AEH0030,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
NM,US,,,AEH0031,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
NY,US,,,AEH0032,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
NC,US,,,AEH0033,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
ND,US,,,AEH0034,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
OH,US,,,AEH0035,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
OK,US,,,AEH0036,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
OR,US,,,AEH0037,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
PA,US,,,AEH0038,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
RI,US,,,AEH0039,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
SC,US,,,AEH0040,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
SD,US,,,AEH0041,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
TN,US,,,AEH0042,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
TX,US,,,AEH0043,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
UT,US,,,AEH0044,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
VT,US,,,AEH0045,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
VA,US,,,AEH0046,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
WA,US,,,AEH0047,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
WV,US,,,AEH0048,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
WI,US,,,AEH0049,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
WY,US,,,AEH0050,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
AL,US,,,AEH0051,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
AK,US,,,AEH0052,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
AZ,US,,,AEH0053,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
AR,US,,,AEH0054,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
CA,US,,,AEH0055,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
CO,US,,,AEH0056,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
CT,US,,,AEH0057,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
DE,US,,,AEH0058,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
FL,US,,,AEH0059,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
GA,US,,,AEH0060,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
HI,US,,,AEH0061,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
ID,US,,,AEH0062,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
IL,US,,,AEH0063,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
IN,US,,,AEH0064,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
IA,US,,,AEH0065,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
KS,US,,,AEH0066,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
KY,US,,,AEH0067,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
LA,US,,,AEH0068,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
ME,US,,,AEH0069,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
MD,US,,,AEH0070,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
MA,US,,,AEH0071,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
MI,US,,,AEH0072,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
MN,US,,,AEH0073,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
MS,US,,,AEH0074,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
MO,US,,,AEH0075,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
MT,US,,,AEH0076,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
NE,US,,,AEH0077,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
NV,US,,,AEH0078,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
NH,US,,,AEH0079,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
NJ,US,,,AEH0080,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
NM,US,,,AEH0081,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
NY,US,,,AEH0082,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
NC,US,,,AEH0083,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
ND,US,,,AEH0084,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
OH,US,,,AEH0085,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
OK,US,,,AEH0086,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
OR,US,,,AEH0087,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
PA,US,,,AEH0088,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
RI,US,,,AEH0089,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
SC,US,,,AEH0090,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
AL,US,,,AEI0001,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
AK,US,,,AEI0002,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
AZ,US,,,AEI0003,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
AR,US,,,AEI0004,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
CA,US,,,AEI0005,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
CO,US,,,AEI0006,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
CT,US,,,AEI0007,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
DE,US,,,AEI0008,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
FL,US,,,AEI0009,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
GA,US,,,AEI0010,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
HI,US,,,AEI0011,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
ID,US,,,AEI0012,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
IL,US,,,AEI0013,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
IN,US,,,AEI0014,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
IA,US,,,AEI0015,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
KS,US,,,AEI0016,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
KY,US,,,AEI0017,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
LA,US,,,AEI0018,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
ME,US,,,AEI0019,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
MD,US,,,AEI0020,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
MA,US,,,AEI0021,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
MI,US,,,AEI0022,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
MN,US,,,AEI0023,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
MS,US,,,AEI0024,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
MO,US,,,AEI0025,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
MT,US,,,AEI0026,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
NE,US,,,AEI0027,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
NV,US,,,AEI0028,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
NH,US,,,AEI0029,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
NJ,US,,,AEI0030,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
NM,US,,,AEI0031,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
NY,US,,,AEI0032,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
NC,US,,,AEI0033,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
ND,US,,,AEI0034,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
OH,US,,,AEI0035,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
OK,US,,,AEI0036,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
OR,US,,,AEI0037,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
PA,US,,,AEI0038,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
RI,US,,,AEI0039,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
SC,US,,,AEI0040,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
SD,US,,,AEI0041,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
TN,US,,,AEI0042,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
TX,US,,,AEI0043,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
UT,US,,,AEI0044,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
VT,US,,,AEI0045,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
VA,US,,,AEI0046,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
WA,US,,,AEI0047,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
WV,US,,,AEI0048,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
WI,US,,,AEI0049,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
WY,US,,,AEI0050,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
AL,US,,,AEI0051,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
AK,US,,,AEI0052,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
AZ,US,,,AEI0053,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
AR,US,,,AEI0054,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
CA,US,,,AEI0055,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
CO,US,,,AEI0056,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
CT,US,,,AEI0057,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
DE,US,,,AEI0058,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
FL,US,,,AEI0059,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
GA,US,,,AEI0060,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
HI,US,,,AEI0061,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
ID,US,,,AEI0062,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
IL,US,,,AEI0063,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
IN,US,,,AEI0064,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
IA,US,,,AEI0065,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
KS,US,,,AEI0066,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
KY,US,,,AEI0067,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
LA,US,,,AEI0068,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
ME,US,,,AEI0069,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
MD,US,,,AEI0070,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
MA,US,,,AEI0071,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
MI,US,,,AEI0072,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
MN,US,,,AEI0073,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
MS,US,,,AEI0074,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
MO,US,,,AEI0075,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
MT,US,,,AEI0076,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
NE,US,,,AEI0077,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
NV,US,,,AEI0078,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
NH,US,,,AEI0079,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
NJ,US,,,AEI0080,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
NM,US,,,AEI0081,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
NY,US,,,AEI0082,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
NC,US,,,AEI0083,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
ND,US,,,AEI0084,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
OH,US,,,AEI0085,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
OK,US,,,AEI0086,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
OR,US,,,AEI0087,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
PA,US,,,AEI0088,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
RI,US,,,AEI0089,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
SC,US,,,AEI0090,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
AL,US,,,AEJ0001,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
AK,US,,,AEJ0002,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
AZ,US,,,AEJ0003,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
AR,US,,,AEJ0004,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
CA,US,,,AEJ0005,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
CO,US,,,AEJ0006,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
CT,US,,,AEJ0007,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
DE,US,,,AEJ0008,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
FL,US,,,AEJ0009,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
GA,US,,,AEJ0010,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
HI,US,,,AEJ0011,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
ID,US,,,AEJ0012,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
IL,US,,,AEJ0013,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
IN,US,,,AEJ0014,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
IA,US,,,AEJ0015,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
KS,US,,,AEJ0016,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
KY,US,,,AEJ0017,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
LA,US,,,AEJ0018,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
ME,US,,,AEJ0019,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
MD,US,,,AEJ0020,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
MA,US,,,AEJ0021,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
MI,US,,,AEJ0022,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
MN,US,,,AEJ0023,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
MS,US,,,AEJ0024,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
MO,US,,,AEJ0025,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
MT,US,,,AEJ0026,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
NE,US,,,AEJ0027,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
NV,US,,,AEJ0028,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
NH,US,,,AEJ0029,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
NJ,US,,,AEJ0030,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
NM,US,,,AEJ0031,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
NY,US,,,AEJ0032,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
NC,US,,,AEJ0033,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
ND,US,,,AEJ0034,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
OH,US,,,AEJ0035,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
OK,US,,,AEJ0036,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
OR,US,,,AEJ0037,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
PA,US,,,AEJ0038,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
RI,US,,,AEJ0039,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
SC,US,,,AEJ0040,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
SD,US,,,AEJ0041,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
TN,US,,,AEJ0042,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
TX,US,,,AEJ0043,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
UT,US,,,AEJ0044,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
VT,US,,,AEJ0045,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
VA,US,,,AEJ0046,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
WA,US,,,AEJ0047,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
WV,US,,,AEJ0048,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
WI,US,,,AEJ0049,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
WY,US,,,AEJ0050,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
AL,US,,,AEJ0051,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
AK,US,,,AEJ0052,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
AZ,US,,,AEJ0053,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
AR,US,,,AEJ0054,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
CA,US,,,AEJ0055,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
CO,US,,,AEJ0056,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
CT,US,,,AEJ0057,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
DE,US,,,AEJ0058,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
FL,US,,,AEJ0059,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
GA,US,,,AEJ0060,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
HI,US,,,AEJ0061,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
ID,US,,,AEJ0062,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
IL,US,,,AEJ0063,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
IN,US,,,AEJ0064,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
IA,US,,,AEJ0065,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
KS,US,,,AEJ0066,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
KY,US,,,AEJ0067,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
LA,US,,,AEJ0068,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
ME,US,,,AEJ0069,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
MD,US,,,AEJ0070,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
MA,US,,,AEJ0071,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
MI,US,,,AEJ0072,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
MN,US,,,AEJ0073,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
MS,US,,,AEJ0074,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
